"","Height","Tree","Shrub","WoodyLiana","ParasiticEpiphyte","DwarfShrub","PolycarpNonClonalHerb","ClonalHerb","AnnualHerb","ChamPh","GeoPh","HemiPh","HydroPh","MphanPh","NphanPh","TherPh","LfArVertic","LfArAltern","LfArRosette","LfArOppos","LfTSimple","LfTReduced","LfTComp","LfGrSpring","LfGrSummer","LfGrWinter","LfGrPersist","LfScler","LfSuccul","LA","SLA","LDMC","FloweringLength","Dioecy","OutCross","AutoGam","ZooGam","AnemoGam","HydroGam","FleshyFr","VegetRepr","MyrmChor","SeedMass","Sh_polycyclic_Woody_incl","BdBank_size","BdBank_depth","Parasit","MHtroph","Cvory","Nfix","Gnm_size","Gnm_GC","Clon_persist","Clon_multip","LateralSpr","ClonInd","ClonDispOrg","DiasporeVeg","DiasporeGen","DispAllium","DispBidens","DispCornus","DispEpilobium","DispalLycopodium","DispPhragmites","DispSparganium","DispWolffia","DispZea"
"62",-1.70925824771631,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.75,0,7.43203992243228,18.63,270.75,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.63487827243597,0,16.5076305662452,3.80598680593733,0,0,0,0,8.58285732881007,41.14,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"63",-1.38230233985035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,3,0.0972588297311544,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"64",-1.60445037092306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,5,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.527632742082372,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"65",-1.60445037092306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,7.8612454518454,17.3,227.44,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.673344553263766,0,20,4,0,0,0,0,8.09449443336204,40.89,4,3.25,0.09,5,0,0,1,1,0,0,0,0,0,0,0,0
"66",-1.38230233985035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,4,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,8.04509456920442,40.61,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"67",-1.70925824771631,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"68",-1.60445037092306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,7.83518375526675,19.86,248.69,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"69",-1.60445037092306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"70",-1.60445037092306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,8.07454321641276,41.47,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"71",-1.60445037092306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,3,0.0972588297311544,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"72",-1.38230233985035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,7.63557921067301,19.54,228.55,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"73",-1.60445037092306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,7.77863014732581,20.68,241.98,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"74",-1.38230233985035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.75,0,6.59718559885382,18.65,342.5,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-0.446287102628419,0,20,4,0,0,0,0,7.88788773962305,40.53574107683,4,0.5,0.01,2,0,0,1,1,0,0,0,0,0,0,0,0
"75",-0.800709007450587,0,0,0,0,0,0,1,0,0.0467453036260376,0.149847094801223,0.581039755351682,0.0415028396679773,0.0419397116644823,0.0589777195281782,0.200961118392311,0,0,1,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2.90869375273045,0.0972588297311544,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.281028659160696,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,1,0,0,0,0,0,0,0,0
"76",-1.38230233985035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.66712771890686,0,8.90391710870516,19.56,212.2,3,0,0,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,-1.07880966137193,0,20,4,0,0,0,0,8.07892076033196,40.84,4,0.5,0.13,3,0,0,1,1,0,0,0,0,0,0,0,0
"77",-1.70925824771631,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6.59718559885382,25.0651313969571,210.235209444021,2,0,0.25,1,0,0,0,0,0.75,0,-0.0141698571165914,0,3.33,1,0,0,1,0,6.84420826613772,42.79,1,4.75,0,7,1,1,1,0,0,0,0,0,0,0,1,0
"78",-1.20064501423326,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.25,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.5,0,1,1,1,0,0.5,0,-0.755022584278033,0,12.5,4.2,0,0,0,0,9.89534499168169,42.9,1.5,1,0.01,3,0,0,1,0,0,0,0,0,0,1,0,0
"79",-0.509160344446929,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.25,0,7.48144301950475,28.25,118.25,3,0,0.5,0,1,1,1,0,0.5,0,-0.941608539858445,0,16.67,3.8,0,0,0,0,10.5666063606237,42.77,2,2.25,0.01,3,0,0,1,0,0,0,0,0,0,1,0,0
"80",-0.286349627218002,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.25,0,9.39094545647407,29.73,135.03,4,0,0.5,0,1,1,1,0,0.5,0,-0.941608539858445,0,10.36,4.03,0,0,0,0,9.82500154923603,42.68,1.67,2.11,0.01,3,0,0,1,0,0,0,0,0,0,1,0,0
"81",-0.596020469829223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5,0,8.92452322613391,41.2,161.33,3,0,0.6,1,1,0,0,0,0,0,0.858661619037519,1,35.23,8.69,0,0,0,0,7.53228094766404,40.51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"82",-1.10563690360507,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.25,0,6.14042320023282,11.46,210.235209444021,3,0,0.5,1,1,0,0,0,0.5,0,0.751416088683921,1,5,5,0,0,0,0,10.1594153782708,40.23,3,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"83",-1.26940060964839,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.66712771890686,0,7.15461535691366,28.26,111.11,2,0,0.643399778516058,0,1,0,0,0,0.75,0,0.262364264467491,0,5,5,0,0,0,0,10.6554506613886,40.29,1.5,5.83,0.09,4,1,1,1,1,0,0,0,0,0,0,0,0
"84",-0.913793851675568,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.38,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.643399778516058,0,1,0,0,0,0,0,0.314810739840034,0,5,5,0,0,0,0,10.0832366366911,41.17,1,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"85",-0.632993257740198,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.75,0,7.10987946307227,11.8,150,3,0,0.9,0,1,0,0,0,0.75,0,2.43185742869818,0,5,5,0,0,0,0,10.9439545287753,40.04,1.33,2.33,0.02,3,1,1,1,1,0,0,0,0,0,0,0,0
"86",-1.46533756846034,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.66712771890686,0,8.02355239240435,42.89,48.99,2,0,0.643399778516058,0,1,0,0,0,1,0,4.8512487085848,0,5,5,0,0,0,0,7.88788773962305,40.53574107683,1,3.5,0.01,3,1,1,0,1,0,0,0,0,0,0,0,0
"87",-0.691149177897272,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2,0,0.75,1,1,0,0,0,0.5,0,0.392042087776024,0,5,5,0,0,0,0,7.88788773962305,40.53574107683,1.33,3.5,0.05,3,0,0,1,1,0,0,0,0,0,0,0,0
"88",-0.429245636773568,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.643399778516058,0,1,0,0,0,1,0,-0.0141698571165914,0,5,5,0,0,0,0,10.3244351854072,37.98,1.17,5.4,0.01,4,1,1,0,1,0,0,0,0,0,0,0,0
"89",-1.38230233985035,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.75,0,6.32076829425058,8.85,170.58,4,0,0.75,1,1,0,0,0,0.5,0,-0.083381608939051,1,5,5,0,0,0,0,9.57907233702813,39.87,4,2.5,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"90",-0.286349627218002,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.75,0,6.50802370272173,4.65,207.7,3,0,0.75,0,1,0,0,0,0.75,0,3.76537742508666,0,6.67,5,0,0,0,0,10.5898245966675,38.29,1.14,5.5,0.01,3,1,1,0,1,0,0,0,0,0,0,0,0
"91",-1.38230233985035,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.85987719873767,11.36,145.45,3,0.0972588297311544,0.643399778516058,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0,0.5,0,0.524728528934982,1,5,5,0,0,0,0,10.663217803343,39.82,4,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"92",-0.596020469829223,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.38,0,7.57076794160806,5.7,134.51,3,0,0.5,1,1,0,0,0,0,0,0.385262400790645,0,5,5,0,0,0,0,7.88788773962305,40.53574107683,1,3.5,0.04,3,0,1,1,1,0,0,0,0,0,0,0,0
"93",-0.964955903855436,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.66712771890686,0,6.59718559885382,12.02,210.235209444021,3,0,0.643399778516058,0,1,0,0,0,0.5,0,-0.0141698571165914,1,5,5,0,0,0,0,7.88788773962305,40.53574107683,4,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"94",-1.26940060964839,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.5,0,8.80337463849275,37.25,114.33,2,0,0.6,1,1,0,0,0,0.25,1,1.68639895357023,1,5,5,0,0,0,0,10.9118820564518,36.08,2.6,1.56,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"95",-0.596020469829223,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.66712771890686,0,8.61920811682297,25.14,210.235209444021,3,0,0.75,1,1,0,0,0,0.5,1,2.00148000021012,1,5,5,0,0,0,0,10.5175447173008,37.9,3,1,0.01,3,0,0,1,1,0,0,0,0,0,0,0,0
"96",-0.596020469829223,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.63,0,7.08590146436561,18.7,170.5,3,0,0.75,0,1,0,0,0,0.75,1,2.01623546577604,0,6.11,5,0,0,0,0,10.5528144983423,39.15,1.13,5.09,0.01,3,1,1,1,1,0,0,0,0,0,0,0,0
"97",0.693647055601596,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.55825588482061,20.98,295.83,2,0,1,0,0,1,1,0,0,0,-0.342490308946776,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,1,6.94629306668722,39.41,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"98",3.11355975266719,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5,0,8.14987610594994,14.76,248,3,0,1,0,0,1,1,0,0.25,0,0.841567185678219,0.406447898675878,30,10,0,0,0,1,6.79738222150077,38.89,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,0,0,0,1,0,0,0,0,0
"99",2.56502627758003,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.90960333121778,20.52,213.84,2,0,1,0,0,1,1,0,0.5,0,-0.579818495252942,0.406447898675878,34.5,9.35,0,0,0,1,6.96138135032851,38.74,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,0,0,0,1,0,0,0,0,0
"100",-1.70925824771631,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.25,0,5.83407947560406,24.54,177.76,6,0,0.6,1,0,1,1,0,0.5,0,-1.71479842809193,0,9,1.89,0,0,0,0,8.66607171208984,46.57,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"101",-1.26940060964839,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.25,0,5.56164270749508,27.55,211.95,6,0,0.75,0,0,1,1,0,0.5,0,-1.04982212449868,0,11.25,1.44,0,0,0,0,9.50309356453577,46.96,2,5.8,0.22,6,0,1,1,0,0,0,0,0,0,1,0,0
"102",-0.796287939479459,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.30444880242198,27.27,272,5,0,0.75,0,0,1,1,0,0,0,0.770108221696074,0,7.5,2.33,0,0,0,0,8.76977747975014,45.93,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"103",-0.286349627218002,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5,0,6.99221590557221,25.04,308.06,2,0,0.9,0,0,1,1,0,0.5,0,-0.400477566597125,1,22.5,3.67,0,0,0,0,9.31947366176308,46.11,4,2.81,0.05,3,0,0,1,1,0,0,0,0,0,0,0,0
"104",0.223943231484774,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.63,0,8.31056992561915,23.55,205.35,3,0,0.5,1,1,0,0,0,0,0,1.73342389221509,0,20,4,0,0,0,0,8.04471610569758,38.67,4,1,0.13,4,0,0,1,1,0,0,0,0,0,0,0,0
"105",-1.70925824771631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3.1730412885244,21.48,207.38,4,0,0.5,1,1,0,0,0,0,0,-0.544727175441672,0,5,1,0,0,0,0,7.09862354174456,39.13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"106",-1.60445037092306,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3.66356164612965,12.27,241.52,4,0,0.643399778516058,1,1,0,0,0,0,0,-0.49429632181478,1,12.5,1.8,0,0,0,0,7.81986528378293,40.62,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"107",-0.731888008876376,0.0343926861123204,0.0457117979973879,0.00304745319982586,0.00087070091423596,0.0200261210274271,0.134958641706574,0.52590335219852,0.180235089246844,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.88,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.643399778516058,1,1,0,0,0,0,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"108",-0.913793851675568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.59718559885382,25.0651313969571,210.235209444021,4,0,0.6,1,0,1,1,0,0,0,-1.02165124753198,0,0,0,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"109",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.59718559885382,18.14,210.235209444021,3,0,0.6,1,0,1,1,0,0,0,0.139761942375159,0,5,1,0,0,0,0,6.82218649731497,35.83,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"110",-0.796287939479459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,5.61345651960783,38.04,87.88,4,0,0.6,1,0,1,1,0,0,0,-0.478035800943,0,5,1,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"111",-1.04696905551627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.6,1,0,1,1,0,0,0,-0.0141698571165914,0,5,1,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"112",-0.691149177897272,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.14343427896767,18.06,210.235209444021,4,0,0.6,1,0,1,1,0,0,0,-0.0141698571165914,0,5,1,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"113",-0.800709007450587,0,0,0,0,0,0,0,1,0.0467453036260376,0.149847094801223,0.581039755351682,0.0415028396679773,0.0419397116644823,0.0589777195281782,0.200961118392311,0.0354700854700855,0.694444444444444,0.249145299145299,0.193589743589744,0.840271877655055,0.0131690739167375,0.148258283772302,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,25.0651313969571,210.235209444021,2.90869375273045,0.0972588297311544,0.643399778516058,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,0.0653222270933801,0.281028659160696,0.20198105081826,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0.0484076433121019,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0.0616113744075829,0.996122361051271,0.567365269461078,0.0215996578272027,0.0671514114627887,0.15098374679213,0.067579127459367,0.0166809238665526,0.072284003421728,0.0290846877673225,0.00727117194183062
"114",-0.355247391947547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.14610266403862,15.77,210.235209444021,3,0,0.6,1,0,1,1,0,0,0,-0.0141698571165914,0,0,0,0,0,0,0,6.84380325248962,35.32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"115",0.049742091894814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.59718559885382,16.18,222.8,4,0,0.6,1,0,1,1,0,0,0,-0.755022584278033,0,0,0,0,0,0,0,6.79355581465711,35.61,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"116",-0.161343150408763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0.75,0,7.7486110047362,29.19,152.52,3,0.5,0.5,0,0,1,1,0,0,0,-0.0141698571165914,0,2.5,1,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"117",1.5042995943108,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0268240343347639,0.582081545064378,0.0895922746781116,0.300429184549356,0.66712771890686,0,6.59718559885382,19.61,210.235209444021,1,0.0972588297311544,0.643399778516058,0.526089295320065,0.731576116191501,0.251210328133405,0.0548682087143626,1,0.281028659160696,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,0,7.88788773962305,40.53574107683,1.51456823027719,1.32618007458711,0.0404794885455514,1.91844349680171,0.0360742705570292,0,1,0,0,1,0,0,0,0,0,0
"118",0.916690651895482,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.63,0,6.59718559885382,25.0651313969571,210.235209444021,3,0,0.75,1,1,0,0,0,0,0,-0.0141698571165914,0.406447898675878,16.5076305662452,3.80598680593733,0,0,0,1,8.0682400380307,38.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"119",-1.04696905551627,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,7.08170858610557,45,112.25,2,0,0.75,0,1,0,0,0,0,0,-0.0141698571165914,0,7.5,3.67,0,0.5,0,0,9.44544016175711,45.84,1,1,0.01,3,0,0,1,0,0,0,0,1,0,0,0,0
"120",-1.26940060964839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.63,0,4.64439089914137,29.22,142,4,0,0.6,1,1,0,0,0,0,0,-0.693147180559945,0,9,1,0,0,0,0,7.73552950172336,37.09,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"121",-1.46533756846034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.75,0,5.48272008954582,28.35,177.32,4,0,0.6,1,1,0,0,0,0,0,-0.776528789498996,0,5,1,0,0,0,0,8.13386915079112,38.32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"122",-0.509160344446929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.88,0,7.2273937625497,23.27,115.45,5,0,0.5,1,1,0,0,0,0,1,1.75958057086382,1,35.42,8.67,0,0,0,0,9.46565755630743,38.48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"123",-1.46533756846034,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.63,0,3.69833461288469,7.72,414.38,3,0,0.5,1,1,0,0,0,0.75,0,-1.66073120682165,1,20,4,0,0,0,0,7.5621304457082,41.24,4,3.5,0.13,5,0,0,1,1,0,0,0,0,0,0,0,0
"124",-2.64507540194082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.75,0,6.59718559885382,25.0651313969571,210.235209444021,2,0,0.5,1,1,0,0,0,0,0,-0.0141698571165914,0,5,1,0,0,0,0,7.38045526977562,35.95,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"125",-2.39689577246529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.66712771890686,0,4.47449186234598,24.26,137.12,2,0,0.5,1,1,0,0,0,0,0,0.470003629245736,0,5,1,0,0,0,0,7.88788773962305,40.53574107683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
